[-0.6957646210644356, -0.5931273673993112, 0.4051067984087961, 0.042598413;
 0.673836974725313, -0.7342926050392816, 0.08220767408012156, -0.004392188;
 0.248707305015555, 0.3301731306853848, 0.9105659669707146, 0.425699383;
 0, 0, 0, 1]
[-0.7007091986796375, -0.6768392924723974, 0.2255996255564375, 0.048283147;
 0.6826092107284043, -0.7279838520334174, -0.06390756299008946, -0.006116982;
 0.2074880341477193, 0.1092157650893493, 0.9721217168346071, 0.384770159;
 0, 0, 0, 1]
[-0.7305519787415367, -0.6562279479856169, 0.1888350778838823, 0.055221134;
 0.6797751580912473, -0.7251379121397888, 0.1099124325068257, -0.025626547;
 0.06480386407341093, 0.2086621399778462, 0.9758383936600469, 0.425127968;
 0, 0, 0, 1]
[-0.7612789454580893, -0.6352551057430008, 0.1300204515823122, 0.055857888;
 0.6370326836789094, -0.6952932962909102, 0.3328011298925641, -0.020529638;
 -0.1210112685953923, 0.3361817704164958, 0.9339904122166167, 0.439384933;
 0, 0, 0, 1]
[-0.7604875955352334, -0.6082394634135538, -0.2273837553200128, -0.004371402;
 0.5104542462509268, -0.7764082054613581, 0.3696305736497884, 0.024385658;
 -0.401366515197067, 0.1650304627596542, 0.9009272261619672, 0.414225501;
 0, 0, 0, 1]
[-0.9366753745459043, -0.3184230402672218, 0.1457601116433058, 0.056752793;
 0.260205471009418, -0.911383460290196, -0.3188625113841944, 0.040891587;
 0.2343765252239581, -0.2607430837749063, 0.9365258611952456, 0.432872226;
 0, 0, 0, 1]
[-0.7955608516690548, -0.5620221539830491, 0.22630516945899, 0.044175604;
 0.5459921546398253, -0.8269534685892199, -0.1343150321446535, 0.005658937;
 0.2626318685220236, 0.01670506571408768, 0.9647514925700394, 0.451375442;
 0, 0, 0, 1]
[-0.5226323576478377, -0.8415408005291315, -0.1366180800049956, 0.068032095;
 0.8471139924149086, -0.5306647137923933, 0.02815751037488116, -0.025217979;
 -0.09619408814650211, -0.1010150611563736, 0.9902235378061044, 0.465566591;
 0, 0, 0, 1]
[-0.4676792027384109, -0.7600404350207484, -0.451236856273328, 0.045266997;
 0.8403119048067331, -0.5406470762897967, 0.03970694573213521, -0.025272062;
 -0.2741387713659713, -0.36060958949086, 0.8915204192844881, 0.537933592;
 0, 0, 0, 1]
[-0.6304756015929771, -0.608440463608855, -0.4819758479835013, -0.014666172;
 0.7761669521246524, -0.5006469998383942, -0.3832981137213469, 0.004688468;
 -0.008085680274490109, -0.6157538337649686, 0.7878970985974266, 0.545955638;
 0, 0, 0, 1]
[-0.7306933912167682, -0.6675802472877223, 0.1429117960960619, 0.042114259;
 0.5735489207612242, -0.7138078412429502, -0.4018955103925822, 0.005162942;
 0.370309064871188, -0.2116954869886053, 0.9044646025483158, 0.470021591;
 0, 0, 0, 1]
[-0.7140308282838107, -0.6384209969417236, 0.2873649368386321, 0.002713345;
 0.6967466251989822, -0.607769247269441, 0.3809995831327982, -0.04433187;
 -0.06858656234397614, 0.4722659978629341, 0.8787836541085434, 0.511043168;
 0, 0, 0, 1]
[-0.4749970874048361, -0.7577731352519331, 0.4473898103973511, 0.022992825;
 0.765336950507374, -0.6066644039157463, -0.2149829137620605, -0.039500522;
 0.4343237492297603, 0.2402876952987972, 0.8681156054022966, 0.42746895;
 0, 0, 0, 1]
[-0.5135844121827331, -0.8493511566900231, 0.121793530995025, 0.042526614;
 0.7636970030446348, -0.5171942054013621, -0.3863638718098478, -0.056591985;
 0.3911495099109281, -0.105417107380981, 0.9142698148620387, 0.421567946;
 0, 0, 0, 1]
[-0.5615660321526148, -0.8154608255302115, 0.1402399142824702, 0.0582698;
 0.8270833483682146, -0.5581274406639075, 0.06653491436816544, 0.006280852;
 0.02401512824015476, 0.1533538457409616, 0.9878794823317602, 0.529213935;
 0, 0, 0, 1]
